url,fd_level,n_words,n_users,vocab_entropy,modal_share,mean_pair_sim,top_word,top_word_n
images/FD12/FD_12_42.png,FD12,84,37,6.0070254230573275,0.05952380952380952,0.26483754551038147,cave,5
images/FD12/FD_12_43.png,FD12,88,44,5.567052925307971,0.09090909090909091,0.29117360737174747,face,8
images/FD12/FD_12_44.png,FD12,70,36,5.6435687312306815,0.11428571428571428,0.2667123758047819,man,8
images/FD12/FD_12_45.png,FD12,58,32,5.16204085759998,0.08620689655172414,0.2972649756073952,hippo,5
images/FD12/FD_12_46.png,FD12,61,36,5.078701789185228,0.16393442622950818,0.3045463159121573,bear,10
images/FD12/FD_12_47.png,FD12,57,30,5.060017245655789,0.19298245614035087,0.30027095197699966,woman,11
images/FD12/FD_12_48.png,FD12,79,42,5.730855116166471,0.08860759493670886,0.2980747337732464,woman,7
images/FD12/FD_12_49.png,FD12,78,42,5.650992687383225,0.0641025641025641,0.278541218880564,man,5
images/FD12/FD_12_5.png,FD12,89,42,6.013717526710625,0.056179775280898875,0.28370254013687374,stomach,5
images/FD12/FD_12_50.png,FD12,67,35,5.722513817194281,0.04477611940298507,0.2631683756643906,man,3
images/FD12/FD_12_51.png,FD12,79,39,5.809862393637182,0.05063291139240506,0.27768451316282156,alien,4
images/FD12/FD_12_52.png,FD12,70,33,5.35729587384057,0.12857142857142856,0.3040910364314914,face,9
images/FD12/FD_12_53.png,FD12,83,42,5.874921660210456,0.04819277108433735,0.29163347752764823,kiss,4
images/FD12/FD_12_54.png,FD12,72,43,5.666249133296613,0.08333333333333333,0.2945748882740736,pig,6
images/FD12/FD_12_55.png,FD12,64,32,5.650554250365621,0.078125,0.2736674711108208,face,5
images/FD12/FD_12_56.png,FD12,52,31,5.400254324401924,0.09615384615384616,0.28444906819611787,face,5
images/FD12/FD_12_57.png,FD12,58,36,5.180666986245773,0.15517241379310345,0.30209006620571016,lion,9
images/FD12/FD_12_58.png,FD12,71,36,5.600175992622233,0.08450704225352113,0.28749441861175,face,6
images/FD12/FD_12_59.png,FD12,64,37,5.53125,0.0625,0.27388825685717166,faces,4
images/FD12/FD_12_6.png,FD12,60,40,5.1188203870227795,0.15,0.2897485168464482,australia,9
images/FD12/FD_12_60.png,FD12,70,40,5.622000516883153,0.08571428571428572,0.28378724930807947,cross,6
images/FD12/FD_12_61.png,FD12,67,38,5.237585085915578,0.11940298507462686,0.2791838022135198,man,8
images/FD12/FD_12_62.png,FD12,71,33,5.896225992744117,0.028169014084507043,0.2639937786012888,face,2
images/FD12/FD_12_63.png,FD12,117,53,6.082219425493108,0.08547008547008547,0.276617273259908,woman,10
images/FD12/FD_12_64.png,FD12,103,39,5.982807266234545,0.06796116504854369,0.30142369838431476,face,7
images/FD12/FD_12_65.png,FD12,65,31,5.31507291378173,0.07692307692307693,0.29797984804958105,man,5
